gender,weight,height,age,activity,goal,target_weight,days,calories,protein,carbs,fat
female,53,167,46,high,build_muscle,59,103,2250,94,329,61
female,95,150,28,high,build_muscle,116,148,3080,179,414,78
male,88,187,20,low,gain_weight,92,92,2536,145,330,70
male,87,182,34,low,lose_weight,52,104,1466,144,113,47
female,55,174,34,low,gain_weight,66,80,1849,106,255,44
male,71,171,22,moderate,build_muscle,81,64,2945,155,383,87
male,69,169,38,moderate,lose_weight,60,104,1730,151,187,41
male,77,163,39,low,lose_weight,52,62,1237,146,71,40
male,70,158,38,moderate,gain_weight,79,151,2613,123,360,75
female,81,178,27,moderate,gain_weight,102,176,2787,147,345,90
male,69,180,39,high,build_muscle,73,100,3211,145,422,104
female,71,154,48,moderate,lose_weight,50,173,1206,118,108,33
female,74,171,27,moderate,build_muscle,91,164,2721,159,371,66
female,76,176,49,high,lose_weight,65,55,1901,151,208,51
male,54,185,34,low,lose_weight,35,150,1222,99,119,38
female,76,165,42,low,build_muscle,89,142,1909,154,220,45
female,69,157,18,low,gain_weight,75,78,1930,114,227,62
female,53,183,23,moderate,gain_weight,68,124,2462,111,373,58
male,53,184,42,moderate,build_muscle,58,43,2598,94,380,77
female,65,163,44,moderate,build_muscle,79,76,2372,111,360,54
male,54,185,22,moderate,gain_weight,69,130,2813,112,434,69
male,61,160,22,high,build_muscle,66,91,2870,101,471,64
female,67,157,36,low,lose_weight,55,61,783,110,40,19
female,78,150,38,low,build_muscle,93,36,1915,124,240,50
male,78,155,30,low,gain_weight,81,101,2363,166,252,76
female,55,159,36,low,build_muscle,71,69,1762,113,198,57
male,59,189,22,high,build_muscle,61,121,3085,96,458,96
female,65,156,35,high,lose_weight,49,55,1602,108,205,38
male,55,173,20,low,build_muscle,58,75,2189,101,310,60
male,85,189,33,high,gain_weight,95,122,3610,176,466,115
female,54,176,42,high,build_muscle,66,120,2563,91,365,81
female,92,189,43,high,build_muscle,107,155,3189,178,419,88
female,91,165,41,moderate,lose_weight,77,154,1728,154,158,53
female,57,183,43,moderate,gain_weight,60,60,2541,122,384,57
male,66,178,39,high,lose_weight,40,118,2089,130,281,49
male,78,190,36,high,build_muscle,98,91,3279,139,481,88
male,64,152,42,moderate,build_muscle,82,86,2445,111,364,60
male,52,162,20,high,build_muscle,64,68,2939,94,475,73
male,81,157,29,high,lose_weight,55,52,2067,173,220,54
female,96,174,35,moderate,lose_weight,63,84,1894,198,154,53
male,74,171,22,low,lose_weight,47,153,1427,123,132,44
male,88,156,42,high,lose_weight,82,175,2593,186,320,62
female,54,168,50,moderate,build_muscle,70,106,2030,94,265,65
female,57,169,20,moderate,lose_weight,42,112,1331,123,119,39
female,84,175,31,low,lose_weight,64,50,1312,142,88,42
male,89,164,33,low,lose_weight,80,143,1685,195,132,41
female,90,164,24,moderate,build_muscle,117,38,2737,183,360,62
female,60,161,44,high,gain_weight,73,128,2539,126,347,71
female,98,172,46,moderate,lose_weight,69,43,1864,197,134,59
female,94,185,24,low,lose_weight,63,45,1501,203,73,43
male,61,152,37,low,build_muscle,74,88,2001,132,244,55
male,60,173,32,moderate,gain_weight,76,125,2676,108,392,74
female,100,160,43,low,gain_weight,125,145,2154,185,192,71
female,58,174,36,low,lose_weight,52,46,969,99,90,23
male,92,185,21,low,lose_weight,69,172,1766,164,181,42
female,83,151,44,high,gain_weight,87,61,2702,176,331,74
female,81,160,49,high,gain_weight,99,107,2683,160,327,81
male,65,151,20,high,gain_weight,72,152,2945,127,407,89
male,69,166,47,high,gain_weight,80,120,2927,119,401,93
female,99,170,42,high,gain_weight,118,109,3204,159,454,83
male,85,187,43,moderate,lose_weight,61,78,2144,178,221,60
male,84,182,41,low,gain_weight,103,142,2312,135,300,63
female,97,178,42,low,build_muscle,125,70,2411,207,220,77
female,77,184,28,low,lose_weight,49,120,1154,156,65,29
male,65,167,20,moderate,gain_weight,70,64,2858,142,375,87
female,66,185,34,moderate,gain_weight,73,126,2621,123,379,67
female,82,179,49,high,build_muscle,93,153,3011,140,390,98
male,56,170,34,low,lose_weight,45,180,1279,119,135,28
female,61,162,41,moderate,lose_weight,42,155,1273,127,118,32
male,80,171,29,moderate,lose_weight,61,173,1959,174,182,59
male,83,168,36,low,build_muscle,103,152,2508,137,326,72
female,96,189,44,low,lose_weight,71,54,1460,203,73,38
male,92,183,40,moderate,build_muscle,95,68,3365,171,423,109
female,65,180,32,moderate,lose_weight,39,147,1558,113,192,36
female,92,184,49,high,gain_weight,110,34,3178,191,401,89
female,63,180,50,high,gain_weight,75,147,2686,127,407,60
male,60,155,40,high,build_muscle,75,128,2722,127,350,89
male,77,186,35,moderate,lose_weight,61,133,2023,155,219,58
female,56,162,42,moderate,gain_weight,60,143,2277,120,315,59
male,69,173,34,moderate,gain_weight,89,172,2881,123,406,84
female,77,180,44,moderate,gain_weight,90,45,2669,160,313,85
male,93,157,35,low,gain_weight,114,61,2294,187,223,72
male,93,176,19,high,build_muscle,114,100,3702,182,502,107
male,68,176,47,moderate,gain_weight,80,91,2699,116,385,77
male,57,151,29,high,gain_weight,66,102,2780,108,392,86
male,66,163,36,high,build_muscle,68,150,2985,142,446,69
female,88,168,25,high,lose_weight,55,141,2064,143,242,57
male,68,161,41,high,gain_weight,71,128,2901,111,465,66
male,75,189,42,low,gain_weight,83,116,2418,134,318,67
male,76,152,23,moderate,lose_weight,60,61,1772,160,164,52
female,85,163,45,low,lose_weight,56,66,1017,177,24,23
female,99,157,48,low,gain_weight,114,82,2237,187,221,66
male,54,168,19,high,gain_weight,63,174,2823,88,454,72
male,51,190,37,moderate,build_muscle,59,159,2630,95,401,71
male,84,180,29,low,lose_weight,77,62,1411,143,127,36
male,75,150,27,moderate,lose_weight,62,108,1625,153,148,46
male,96,179,29,high,build_muscle,123,172,3663,209,443,117
male,59,185,38,moderate,lose_weight,44,118,1775,126,218,44
female,95,175,49,high,build_muscle,108,166,3159,180,405,90
female,84,188,35,moderate,lose_weight,54,118,1972,159,207,56
male,78,156,20,low,build_muscle,83,175,2383,156,319,53
male,60,179,36,low,build_muscle,64,146,2011,129,229,64
male,90,182,25,moderate,lose_weight,64,123,2365,147,286,69
female,51,154,49,high,gain_weight,59,132,2130,82,328,54
male,87,152,35,low,gain_weight,104,73,2377,171,272,66
female,73,179,28,high,lose_weight,43,106,2008,156,219,55
female,84,177,29,moderate,build_muscle,90,155,2898,173,355,86
female,69,181,34,moderate,build_muscle,81,156,2637,151,336,76
female,91,175,47,moderate,build_muscle,97,114,2734,166,346,75
male,57,184,24,low,build_muscle,59,173,2193,106,330,49
female,81,152,43,high,build_muscle,92,87,2754,155,376,69
male,73,151,43,low,gain_weight,87,60,1944,126,217,62
male,72,173,25,moderate,gain_weight,86,157,2849,135,399,78
male,80,157,50,moderate,build_muscle,102,60,2610,142,338,76
male,59,165,30,high,build_muscle,71,177,2888,111,461,66
male,91,157,19,moderate,gain_weight,108,174,2977,176,395,76
male,73,169,46,low,gain_weight,78,75,2119,141,267,53
female,98,168,39,low,gain_weight,105,74,2450,201,234,78
female,89,150,37,moderate,gain_weight,111,41,2654,169,297,87
male,80,176,37,low,lose_weight,56,132,1370,145,110,38
female,78,164,48,moderate,lose_weight,48,119,1414,138,139,33
female,50,170,42,low,lose_weight,44,165,1100,90,112,32
female,95,156,38,high,lose_weight,80,68,2080,207,174,61
female,79,173,23,moderate,build_muscle,88,127,2842,165,369,77
male,93,180,38,moderate,gain_weight,108,63,3178,174,447,76
male,96,173,22,low,build_muscle,116,88,2605,182,306,72
male,60,155,46,low,build_muscle,76,105,1989,112,271,50
female,75,177,26,moderate,lose_weight,48,179,1795,123,228,42
female,68,189,29,moderate,gain_weight,80,82,2660,147,379,61
male,88,175,24,moderate,build_muscle,114,117,3129,157,431,85
male,67,190,40,moderate,build_muscle,69,82,2870,131,406,80
female,68,152,23,moderate,lose_weight,62,98,1698,144,175,46
male,72,154,41,low,lose_weight,44,98,987,129,62,24
female,97,190,30,low,lose_weight,71,149,1417,185,89,35
female,93,187,37,moderate,lose_weight,59,129,1924,179,161,62
female,70,169,50,high,build_muscle,74,69,2635,117,386,68
female,94,190,26,high,lose_weight,83,31,2476,188,299,58
female,71,160,32,high,build_muscle,74,36,2790,145,367,81
female,73,154,21,moderate,lose_weight,47,89,1462,127,140,43
male,64,187,26,high,lose_weight,39,104,2227,120,299,60
female,83,169,35,low,gain_weight,107,118,2277,146,270,67
female,55,178,46,moderate,lose_weight,50,40,1351,100,148,39
male,64,159,50,moderate,lose_weight,52,55,1367,122,134,37
male,60,153,18,moderate,lose_weight,41,138,1601,113,191,42
female,62,153,25,moderate,lose_weight,52,46,1307,102,137,38
female,77,166,25,high,lose_weight,59,92,1857,129,217,52
female,98,161,37,high,lose_weight,92,49,2128,204,201,55
male,80,152,40,low,build_muscle,99,86,2148,133,267,60
female,98,167,27,low,build_muscle,125,124,2466,190,242,81
female,96,170,41,high,lose_weight,61,139,2086,169,231,53
female,77,181,23,high,build_muscle,79,143,3040,138,403,96
male,85,159,37,high,lose_weight,79,49,2186,139,276,58
male,54,182,42,low,build_muscle,57,78,2078,98,309,49
male,84,156,21,high,lose_weight,77,138,2643,147,357,69
female,84,158,45,high,lose_weight,65,88,1753,146,200,40
male,53,155,19,high,gain_weight,63,47,2853,93,466,67
male,97,185,27,low,gain_weight,109,108,2705,155,352,74
female,83,169,34,low,lose_weight,71,63,1248,160,84,30
female,71,173,42,low,gain_weight,82,136,2199,147,274,56
female,99,155,38,high,gain_weight,117,155,3071,171,436,71
male,85,185,32,low,gain_weight,100,97,2424,164,280,71
male,55,167,46,high,gain_weight,57,177,2721,109,402,74
female,94,154,49,high,build_muscle,121,67,2971,182,388,76
female,60,175,31,high,lose_weight,45,124,1739,117,194,54
male,97,150,31,low,gain_weight,103,147,2472,159,323,60
female,82,171,45,moderate,build_muscle,102,80,2633,161,324,76
male,83,163,41,low,gain_weight,90,91,2371,155,274,72
female,64,177,43,high,gain_weight,82,162,2704,138,390,65
female,77,155,21,low,build_muscle,98,79,2138,137,272,55
female,57,158,18,high,build_muscle,69,111,2482,101,383,60
female,74,168,35,high,build_muscle,88,37,2866,133,388,86
male,93,156,22,moderate,gain_weight,101,110,3105,160,424,84
female,65,160,48,high,gain_weight,67,51,2367,124,320,65
female,87,153,44,low,gain_weight,105,117,1921,188,192,44
female,76,160,19,moderate,lose_weight,65,71,1578,129,178,38
male,52,163,43,low,build_muscle,67,85,1865,113,229,54
female,98,183,21,low,gain_weight,127,117,2472,165,318,59
female,56,187,34,low,lose_weight,44,53,978,91,97,24
male,66,168,29,moderate,gain_weight,83,81,2911,124,416,82
female,68,186,47,high,gain_weight,75,36,2747,128,387,76
female,55,182,33,low,lose_weight,37,68,874,93,65,26
male,70,156,28,high,lose_weight,60,87,1971,151,202,61
male,65,168,33,high,lose_weight,46,177,1994,116,252,57
female,75,153,50,low,build_muscle,95,49,1980,131,224,61
female,91,165,22,low,lose_weight,64,134,1368,156,110,33
male,81,155,50,low,lose_weight,64,79,1084,164,51,24
female,89,154,24,moderate,build_muscle,95,163,2792,160,377,71
male,84,150,30,low,build_muscle,105,66,2289,143,306,54
male,77,157,18,high,build_muscle,83,70,3236,141,452,95
male,88,175,46,high,gain_weight,114,59,3182,170,415,92
male,58,150,19,high,lose_weight,53,124,2243,123,301,60
male,59,169,31,low,lose_weight,41,103,1181,129,79,38
male,87,185,42,low,lose_weight,77,66,1511,173,119,37
male,82,154,25,high,gain_weight,85,105,3079,141,452,78
male,92,171,23,high,lose_weight,76,45,2444,172,292,64
male,53,168,46,high,gain_weight,57,127,2674,116,369,81
female,50,180,29,moderate,gain_weight,60,119,2293,108,333,58
female,59,160,26,high,gain_weight,66,119,2556,95,370,76
male,65,152,33,moderate,build_muscle,84,150,2652,110,417,60
male,82,179,27,moderate,gain_weight,100,150,3174,166,389,105
female,52,156,43,low,gain_weight,60,140,1660,85,219,49
male,64,173,48,moderate,lose_weight,42,68,1555,139,142,47
female,50,150,38,moderate,gain_weight,63,35,2001,92,274,59
male,50,175,46,high,lose_weight,40,31,1740,101,236,43
female,82,190,44,moderate,build_muscle,106,159,2780,147,377,75
male,54,157,24,high,gain_weight,65,73,2797,113,390,86
male,82,185,50,moderate,build_muscle,88,32,2966,142,390,92
male,54,160,31,high,lose_weight,47,118,1959,87,296,47
female,87,186,22,high,gain_weight,112,48,3333,177,411,108
female,81,188,18,moderate,gain_weight,98,49,2872,134,377,92
male,75,175,50,low,gain_weight,85,32,2259,122,288,68
female,89,173,34,low,build_muscle,97,135,2296,181,246,64
male,50,164,50,low,lose_weight,36,97,752,80,51,25
female,99,152,26,high,build_muscle,122,123,3325,198,430,90
male,90,190,41,moderate,gain_weight,113,70,3361,161,431,110
male,95,183,50,high,gain_weight,109,159,3341,164,463,92
male,91,159,44,high,lose_weight,62,72,2247,147,258,69
female,51,178,45,high,lose_weight,32,49,1483,94,200,34
male,67,172,44,low,build_muscle,76,88,2205,124,315,49
male,92,159,21,moderate,lose_weight,73,79,2159,150,276,49
male,77,154,37,high,gain_weight,100,149,3009,158,402,85
male,80,186,33,moderate,lose_weight,66,154,2179,144,248,67
female,51,150,32,high,build_muscle,57,140,2222,107,319,57
female,57,189,25,low,build_muscle,66,134,2184,110,324,49
male,98,184,38,low,build_muscle,117,65,2617,209,310,59
male,93,175,29,moderate,lose_weight,82,97,2169,166,221,68
female,53,162,20,high,lose_weight,48,88,1742,111,214,48
female,75,174,48,moderate,build_muscle,90,72,2524,154,338,61
female,75,177,37,high,gain_weight,78,55,2833,163,342,89
female,57,158,31,moderate,build_muscle,61,58,2195,94,337,52
male,78,172,28,moderate,gain_weight,90,66,3046,148,415,87
male,71,175,21,moderate,gain_weight,86,31,3056,132,431,89
male,97,176,20,moderate,gain_weight,119,31,3234,175,416,96
female,96,190,47,moderate,lose_weight,84,50,1985,194,174,56
female,63,153,48,moderate,lose_weight,40,40,1183,122,94,34
male,84,157,21,high,lose_weight,50,45,2223,169,243,63
male,87,167,29,moderate,gain_weight,95,39,3101,149,454,75
female,81,169,43,high,lose_weight,57,160,1774,175,149,52
male,82,185,28,moderate,lose_weight,53,138,2234,160,283,50
female,50,176,20,high,gain_weight,54,167,2568,104,361,78
female,96,156,26,high,gain_weight,100,123,3127,194,355,103
female,84,154,37,low,gain_weight,86,48,1965,173,206,49
male,55,190,39,moderate,lose_weight,38,173,1609,99,202,44
male,84,171,41,high,lose_weight,69,168,2173,160,237,64
male,58,157,44,low,gain_weight,66,127,1931,112,250,53
female,84,164,33,low,build_muscle,96,79,2248,140,297,55
female,52,156,50,moderate,build_muscle,60,114,2100,114,253,69
female,91,162,22,low,lose_weight,84,39,1296,197,40,38
female,80,179,49,moderate,build_muscle,88,127,2693,148,369,69
female,51,168,32,high,build_muscle,60,128,2359,110,331,65
male,71,170,18,high,gain_weight,81,85,3279,155,420,108
female,94,185,18,moderate,lose_weight,79,162,2199,196,200,67
male,74,172,45,high,build_muscle,86,95,3072,127,435,91
male,71,180,45,moderate,gain_weight,85,141,2865,144,402,75
male,69,160,50,moderate,gain_weight,72,148,2603,136,330,81
male,99,170,41,low,build_muscle,118,91,2669,173,348,64
male,71,162,18,low,build_muscle,73,129,2337,149,292,63
female,58,165,19,moderate,build_muscle,65,133,2434,120,355,58
male,79,167,41,low,build_muscle,96,90,2342,157,272,69
male,100,153,43,low,gain_weight,112,48,2392,183,259,68
male,66,190,36,high,build_muscle,74,99,3225,134,433,106
male,94,152,43,low,lose_weight,76,60,1223,201,36,30
male,93,176,36,moderate,lose_weight,63,100,2217,170,241,63
female,80,178,39,high,lose_weight,69,131,1952,167,197,54
male,54,161,44,low,lose_weight,37,69,930,117,53,27
female,77,170,40,moderate,build_muscle,99,85,2523,149,317,73
male,79,180,21,high,gain_weight,96,45,3581,128,504,116
female,62,171,21,high,build_muscle,78,74,2712,133,354,84
female,64,169,45,moderate,lose_weight,54,100,1348,122,125,39
female,61,150,22,moderate,build_muscle,64,39,2252,104,316,63
male,74,153,31,low,gain_weight,77,72,2176,151,244,66
male,75,160,38,high,gain_weight,80,136,3158,139,474,78
female,53,181,36,moderate,build_muscle,58,144,2362,89,358,63
female,79,175,22,low,gain_weight,89,61,2242,155,252,67
female,56,172,46,moderate,lose_weight,41,180,1211,107,108,38
female,82,165,33,high,lose_weight,73,150,2093,155,245,54
male,56,176,27,low,build_muscle,64,55,2232,95,326,60
female,82,156,44,low,lose_weight,76,178,1455,169,98,42
male,76,169,45,low,lose_weight,52,172,1194,161,49,38
male,70,185,19,high,lose_weight,64,109,2702,152,363,71
female,71,188,18,high,build_muscle,76,39,3070,150,410,91
female,92,164,42,high,gain_weight,105,74,3065,158,405,89
female,84,179,46,high,lose_weight,78,152,2312,174,251,67
male,68,170,24,high,lose_weight,58,91,2096,114,299,48
male,84,165,32,moderate,build_muscle,86,78,2947,177,350,92
female,71,150,49,low,gain_weight,81,116,1751,155,169,50
male,53,174,41,moderate,lose_weight,40,50,1537,91,212,35
male,76,156,26,high,build_muscle,79,87,3044,137,441,80
female,94,180,42,moderate,gain_weight,114,96,3016,204,324,100
male,77,174,27,moderate,lose_weight,66,37,1915,137,234,47
female,87,181,49,moderate,gain_weight,91,117,2764,164,329,87
male,94,174,35,low,gain_weight,107,53,2528,164,337,58
female,57,184,38,low,lose_weight,40,122,959,94,74,31
male,53,164,23,low,build_muscle,60,135,1951,92,288,47
female,83,171,20,high,build_muscle,86,50,3100,135,420,97
male,71,166,33,low,build_muscle,81,31,2325,139,316,55
female,57,175,23,low,lose_weight,42,70,867,116,46,23
female,75,167,36,low,build_muscle,80,126,2143,144,281,48
female,74,152,18,high,build_muscle,82,166,2700,126,359,84
male,97,177,29,high,gain_weight,102,170,3612,197,502,90
female,85,164,36,moderate,gain_weight,92,35,2700,148,340,82
male,72,173,20,high,lose_weight,59,128,2284,120,305,64
female,71,152,27,moderate,lose_weight,46,82,1401,129,145,33
male,83,166,37,moderate,build_muscle,104,151,2994,160,411,78
female,56,189,46,low,lose_weight,42,47,932,114,52,29
male,90,150,34,moderate,lose_weight,61,108,1902,192,174,48
female,88,158,45,low,lose_weight,52,156,980,156,15,32
female,54,175,38,low,gain_weight,70,98,1848,110,215,60
female,73,158,48,high,build_muscle,75,77,2518,141,300,83
female,58,158,41,low,lose_weight,48,99,798,114,44,18
male,67,188,47,low,build_muscle,69,136,2289,137,297,61
male,56,165,23,moderate,lose_weight,50,174,2105,108,267,67
male,66,174,37,low,gain_weight,71,85,2199,144,252,67
female,79,154,32,high,build_muscle,90,124,2675,165,310,85
female,98,181,38,moderate,gain_weight,115,64,3165,191,409,84
male,100,164,37,moderate,lose_weight,92,150,2520,200,280,66
male,98,169,34,moderate,gain_weight,111,104,3124,190,428,71
female,93,176,36,high,gain_weight,116,121,3370,157,474,93
female,52,157,23,low,gain_weight,58,173,1669,86,234,42
male,86,182,46,high,build_muscle,89,114,3454,160,521,81
female,75,190,46,moderate,build_muscle,77,156,2655,145,333,82
male,98,188,21,low,lose_weight,66,61,1796,179,165,45
male,64,187,41,high,lose_weight,38,32,1977,139,208,64
female,82,182,48,low,build_muscle,103,117,2325,155,285,62
male,89,160,47,moderate,gain_weight,108,128,2996,173,376,88
female,90,175,21,high,gain_weight,102,168,3373,148,508,82
female,51,165,41,high,lose_weight,37,52,1386,95,153,43
male,76,151,22,high,build_muscle,96,166,3150,131,441,95
female,91,181,37,low,build_muscle,115,37,2274,156,261,67
male,88,181,34,low,lose_weight,61,118,1495,157,135,36
male,96,161,38,high,build_muscle,101,63,3417,205,472,78
male,95,184,22,low,gain_weight,100,44,2736,198,304,80
female,81,167,40,high,gain_weight,97,102,2882,134,378,92
female,93,176,19,low,build_muscle,97,76,2444,184,290,60
female,92,187,39,high,lose_weight,82,98,2195,160,230,69
female,74,170,35,low,lose_weight,52,136,960,160,19,26
male,80,187,21,high,lose_weight,61,74,2576,132,334,78
female,53,168,31,low,lose_weight,34,152,898,106,60,25
male,74,161,45,high,build_muscle,84,69,2979,156,393,86
male,96,176,26,high,lose_weight,77,101,2655,156,373,59
female,80,176,37,low,gain_weight,89,156,2249,153,285,54
male,92,185,18,high,lose_weight,72,129,2817,152,354,88
male,71,155,44,moderate,build_muscle,86,55,2624,114,356,82
male,91,183,31,high,build_muscle,96,175,3658,178,499,105
female,100,183,45,high,gain_weight,106,136,3378,213,392,105
male,93,155,27,high,lose_weight,80,104,2424,151,315,61
male,56,186,25,high,build_muscle,71,73,3112,93,489,86
female,63,189,33,high,lose_weight,46,81,1939,121,240,54
female,79,177,27,high,build_muscle,99,87,3071,136,401,102
male,96,186,24,high,gain_weight,120,94,3714,195,463,119
male,82,184,27,high,lose_weight,75,43,2463,174,285,69
female,90,164,20,moderate,gain_weight,95,163,2944,161,372,89
male,80,186,27,high,build_muscle,96,49,3399,175,472,89
female,63,184,41,high,lose_weight,37,104,1676,118,177,54
female,64,179,19,moderate,lose_weight,45,36,1579,116,183,42
female,84,190,22,high,gain_weight,102,74,3303,184,416,99
male,59,157,44,high,gain_weight,74,63,2610,116,360,77
female,88,154,38,high,lose_weight,66,88,1846,167,179,50
female,84,165,41,moderate,build_muscle,89,178,2572,150,305,83
male,58,155,45,low,lose_weight,42,43,820,99,63,18
female,65,162,31,moderate,build_muscle,80,125,2392,119,314,72
female,53,176,46,low,lose_weight,40,68,797,90,58,22
male,52,184,49,moderate,gain_weight,62,86,2600,112,367,75
male,55,167,31,high,gain_weight,62,149,2771,119,392,80
male,69,165,22,low,gain_weight,89,82,2242,138,259,72
female,96,181,42,low,build_muscle,120,67,2419,160,321,54
male,93,162,19,high,build_muscle,102,117,3493,151,541,80
female,100,152,25,moderate,gain_weight,113,34,2871,219,298,88
female,82,179,36,moderate,gain_weight,86,159,2875,157,407,68
male,62,169,47,low,gain_weight,78,53,1998,116,235,65
male,66,157,22,moderate,gain_weight,77,33,2783,128,361,91
male,75,174,28,high,build_muscle,84,60,3168,123,507,71
female,55,185,28,high,lose_weight,44,166,1972,98,262,58
male,100,156,28,low,lose_weight,69,113,1496,164,103,47
female,94,190,19,low,gain_weight,108,89,2530,182,279,75
female,96,152,35,low,build_muscle,110,105,2151,182,214,62
male,65,170,21,moderate,gain_weight,81,39,2826,116,423,74
female,74,177,27,low,lose_weight,47,72,1180,139,82,32
male,65,157,50,moderate,build_muscle,82,99,2424,112,371,54
male,71,180,42,high,gain_weight,86,100,3038,149,455,68
female,53,169,20,high,build_muscle,55,55,2582,114,337,86
female,58,157,43,high,lose_weight,37,124,1307,108,147,31
male,72,159,50,low,build_muscle,88,136,1986,148,241,47
male,90,158,37,high,gain_weight,108,140,3358,180,488,75
male,65,181,35,high,lose_weight,57,80,2107,114,284,56
male,95,172,44,moderate,build_muscle,115,154,3182,171,416,92
male,98,165,43,moderate,build_muscle,101,146,3046,193,410,69
female,52,151,32,moderate,gain_weight,62,44,2223,104,298,68
male,65,150,44,high,build_muscle,82,106,2761,105,412,76
female,71,184,22,low,lose_weight,62,52,1183,136,78,35
female,97,177,21,low,gain_weight,115,166,2472,181,266,75
female,67,178,20,moderate,gain_weight,73,87,2686,125,410,60
male,88,175,49,high,lose_weight,54,174,2227,154,273,57
male,78,183,28,high,build_muscle,92,82,3433,156,515,83
male,83,162,34,moderate,build_muscle,99,39,3015,166,397,84
female,86,187,44,low,build_muscle,100,172,2276,162,281,55
male,65,163,47,high,build_muscle,71,174,2941,135,398,89
male,79,161,26,high,lose_weight,47,59,2165,171,207,72
female,75,176,23,low,gain_weight,84,112,2194,160,225,72
male,88,180,27,low,gain_weight,98,57,2681,161,338,75
male,51,151,22,moderate,gain_weight,59,70,2268,90,362,50
male,99,173,25,high,gain_weight,112,45,3679,174,552,85
female,50,155,35,moderate,build_muscle,55,131,2063,87,323,46
male,95,150,22,high,build_muscle,123,80,3520,188,428,116
male,72,173,20,moderate,build_muscle,84,54,2992,144,432,75
female,80,183,34,moderate,gain_weight,95,58,2830,163,385,70
male,100,165,27,moderate,gain_weight,123,31,3217,198,373,103
male,76,190,43,low,gain_weight,86,48,2327,139,317,55
male,52,159,35,low,build_muscle,59,32,1819,99,243,49
female,55,172,30,high,gain_weight,64,155,2556,102,386,67
male,56,159,33,moderate,build_muscle,67,128,2596,105,350,85
male,81,173,26,low,gain_weight,102,62,2436,144,289,77
male,77,168,46,moderate,build_muscle,82,48,2813,149,349,91
male,83,156,40,low,build_muscle,85,163,2356,146,320,54
female,65,169,34,moderate,build_muscle,67,115,2438,130,296,81
male,99,184,48,high,build_muscle,102,145,3629,204,488,95
male,51,161,50,high,lose_weight,34,104,1461,107,177,35
female,87,180,47,low,build_muscle,94,64,2283,144,304,54
female,99,170,45,low,build_muscle,109,33,2232,186,246,55
male,78,186,45,low,lose_weight,69,100,1287,160,74,38
male,95,155,21,low,gain_weight,118,74,2361,182,251,69
male,77,167,22,high,lose_weight,56,76,2147,132,285,52
female,84,163,30,moderate,gain_weight,99,133,2794,179,320,87
female,52,165,20,low,gain_weight,67,55,1895,100,258,50
female,75,178,29,moderate,lose_weight,55,37,1613,145,140,52
female,70,176,43,moderate,gain_weight,82,145,2580,145,351,65
male,78,188,32,low,gain_weight,100,116,2469,138,322,69
male,87,154,21,moderate,build_muscle,112,65,3030,156,398,90
female,62,183,37,moderate,build_muscle,68,31,2516,101,372,68
female,74,186,50,high,gain_weight,93,168,2939,132,422,79
female,96,167,35,low,build_muscle,116,142,2228,171,225,71
male,58,160,25,low,build_muscle,63,158,2163,106,287,64
male,65,175,35,high,lose_weight,52,127,1921,135,207,60
female,69,155,43,moderate,gain_weight,74,43,2231,138,280,61
male,81,163,50,low,lose_weight,74,40,1149,130,74,36
female,75,166,26,moderate,gain_weight,97,70,2776,151,393,66
female,73,188,30,high,gain_weight,78,58,3049,123,456,81
male,100,158,37,high,lose_weight,70,53,2478,188,294,60
female,52,185,31,low,lose_weight,40,53,966,83,87,31
male,83,159,40,low,gain_weight,95,122,2246,163,250,65
male,77,169,24,high,build_muscle,96,64,3207,166,425,93
female,86,180,31,low,build_muscle,100,79,2432,160,307,62
male,84,154,44,moderate,gain_weight,107,84,2936,163,388,81
female,90,173,35,low,build_muscle,101,151,2276,195,227,65
male,83,173,19,low,build_muscle,86,170,2578,167,338,61
female,98,190,24,moderate,gain_weight,113,94,3159,194,414,80
female,62,189,49,moderate,build_muscle,78,155,2578,133,352,70
male,64,178,18,high,build_muscle,78,178,3176,121,487,82
female,54,176,26,high,lose_weight,38,50,1556,106,173,48
male,81,178,31,moderate,lose_weight,49,153,2100,138,275,49
female,59,184,31,moderate,lose_weight,39,149,1420,127,155,31
male,82,162,37,moderate,lose_weight,65,36,1902,133,233,48
female,58,165,47,low,lose_weight,36,168,662,118,-1,21
female,56,150,37,moderate,gain_weight,58,53,2121,91,295,63
female,95,178,39,moderate,lose_weight,72,53,1950,154,196,60
male,90,171,29,moderate,lose_weight,58,121,2081,188,198,59
female,59,183,23,high,lose_weight,53,166,2175,107,322,50
male,97,174,36,low,gain_weight,103,95,2687,194,304,76
male,98,178,25,moderate,build_muscle,122,58,3462,200,452,94
female,89,175,31,high,build_muscle,95,132,3177,169,400,99
female,83,152,24,low,build_muscle,101,92,2288,138,289,64
male,63,154,40,high,gain_weight,80,116,2769,135,412,64
female,86,160,37,moderate,gain_weight,91,138,2685,153,346,75
male,82,160,21,low,gain_weight,86,127,2437,173,295,62
female,55,158,45,low,build_muscle,62,161,1850,111,247,45
male,90,172,19,low,lose_weight,68,137,1640,146,166,43
male,65,168,30,high,build_muscle,78,167,3023,119,423,94
female,87,185,49,moderate,lose_weight,54,165,1732,189,116,56
female,88,159,46,moderate,build_muscle,108,66,2682,141,380,66
female,62,168,38,low,gain_weight,64,46,1885,113,240,52
male,75,181,28,low,gain_weight,91,143,2574,155,353,59
